name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Dinamo Moskva vs Rostov,2025-07-26 14:30:00,Dinamo Moskva won after full-time.,Russia Premier League,Dinamo Moskva,Rostov,1.0,0.0,7.0,12.0,5.0,4.0,2.0,1.0,6.0,4.0,103.0,73.0,34.0,34.0,55.0,45.0,,,2.0,4.0,4.0,0.0,6.0,1.0,8.0,6.0,5.0,3.0,14.0,20.0,1.0,1.0,2.0,2.0,1.64,4.15,5.36,2.34,1.63,,,,,,,,,,,,,,,,,,0.61,0.24,0.19,0.61,0.43,,,,,,,,,,,,,,,,,,2025-2026
Krasnodar vs Lokomotiv Moskva,2025-07-26 16:00:00,Lokomotiv Moskva won after full-time.,Russia Premier League,Krasnodar,Lokomotiv Moskva,1.0,2.0,3.0,2.0,10.0,1.0,10.0,4.0,17.0,10.0,116.0,78.0,65.0,37.0,65.0,35.0,0.0,2.0,13.0,5.0,4.0,4.0,,,6.0,13.0,12.0,9.0,15.0,11.0,3.0,3.0,2.0,3.0,1.84,3.58,4.68,2.23,1.69,,,,,,,,,,,,,,,,,,0.54,0.28,0.21,0.59,0.45,,,,,,,,,,,,,,,,,,2025-2026
Sochi vs Akron,2025-07-26 17:30:00,Akron won after full-time.,Russia Premier League,Sochi,Akron,0.0,4.0,15.0,9.0,3.0,2.0,6.0,2.0,15.0,10.0,95.0,84.0,48.0,28.0,60.0,40.0,0.0,1.0,4.0,8.0,9.0,2.0,4.0,3.0,7.0,7.0,8.0,5.0,12.0,14.0,3.0,3.0,2.0,1.0,2.34,3.54,3.09,2.31,1.65,,,,,1.83,2.01,,,,,,,,,,,,0.43,0.28,0.32,0.61,0.43,,,,,0.55,0.5,,,,,,,,,,,,2025-2026
CSKA Moskva vs Akhmat Grozny,2025-07-27 12:00:00,CSKA Moskva won after full-time.,Russia Premier League,CSKA Moskva,Akhmat Grozny,2.0,1.0,11.0,14.0,4.0,1.0,3.0,4.0,12.0,11.0,122.0,93.0,62.0,43.0,59.0,41.0,,,9.0,7.0,5.0,4.0,1.0,0.0,8.0,8.0,7.0,4.0,18.0,17.0,0.0,1.0,3.0,3.0,1.66,3.84,5.69,1.94,1.91,,,,,1.99,1.9,,,,,,,,,,,,0.6,0.26,0.18,0.52,0.52,,,,,0.5,0.53,,,,,,,,,,,,2025-2026
Orenburg vs Dynamo Makhachkala,2025-07-27 14:30:00,Game ended in draw.,Russia Premier League,Orenburg,Dynamo Makhachkala,1.0,1.0,10.0,12.0,10.0,1.0,3.0,4.0,9.0,8.0,76.0,112.0,47.0,54.0,50.0,50.0,,,4.0,5.0,5.0,3.0,1.0,0.0,9.0,6.0,4.0,8.0,20.0,15.0,3.0,0.0,1.0,2.0,2.97,3.23,2.59,1.85,2.01,,,2.03,1.86,2.03,1.81,,,,,,,,,,,,0.34,0.31,0.39,0.5,0.54,,,0.49,0.54,0.49,0.55,,,,,,,,,,,,2025-2026
Rubin Kazan vs Zenit,2025-07-27 17:00:00,Game ended in draw.,Russia Premier League,Rubin Kazan,Zenit,2.0,2.0,8.0,9.0,7.0,5.0,6.0,5.0,13.0,11.0,74.0,100.0,36.0,39.0,38.0,62.0,0.0,2.0,9.0,7.0,4.0,4.0,2.0,2.0,6.0,11.0,9.0,9.0,17.0,11.0,3.0,1.0,2.0,1.0,5.71,3.86,1.66,1.79,2.08,,,1.88,2.0,1.97,1.9,,,,,,,,,,,,0.18,0.26,0.6,0.48,0.56,,,0.53,0.5,0.51,0.53,,,,,,,,,,,,2025-2026
Rostov vs Krylya Sovetov,2025-08-02 15:00:00,Krylya Sovetov won after full-time.,Russia Premier League,Rostov,Krylya Sovetov,1.0,4.0,13.0,5.0,2.0,2.0,9.0,0.0,15.0,6.0,113.0,76.0,63.0,28.0,49.0,51.0,,,9.0,6.0,5.0,0.0,3.0,7.0,2.0,13.0,12.0,4.0,13.0,11.0,0.0,3.0,5.0,1.0,1.93,3.53,4.27,2.03,1.83,,,,,2.04,1.85,,,,,,,,,,,,0.52,0.28,0.23,0.55,0.49,,,,,0.49,0.54,,,,,,,,,,,,2025-2026
Krasnodar vs Dinamo Moskva,2025-08-02 17:30:00,Krasnodar won after full-time.,Russia Premier League,Krasnodar,Dinamo Moskva,1.0,0.0,9.0,7.0,5.0,0.0,5.0,1.0,18.0,3.0,101.0,74.0,68.0,35.0,56.0,44.0,,,15.0,0.0,4.0,3.0,6.0,0.0,7.0,7.0,10.0,0.0,9.0,15.0,0.0,4.0,4.0,3.0,1.96,3.69,3.96,2.36,1.63,,,,,,,,,,,,,,,,,,0.51,0.27,0.25,0.61,0.42,,,,,,,,,,,,,,,,,,2025-2026
FK Nizjni Novgorod vs Lokomotiv Moskva,2025-08-02 17:30:00,Lokomotiv Moskva won after full-time.,Russia Premier League,FK Nizjni Novgorod,Lokomotiv Moskva,2.0,3.0,15.0,1.0,4.0,7.0,1.0,6.0,13.0,14.0,92.0,72.0,51.0,33.0,56.0,44.0,,,8.0,9.0,5.0,5.0,1.0,2.0,5.0,7.0,11.0,9.0,16.0,10.0,3.0,9.0,5.0,4.0,5.3,4.32,1.62,,,,,,,,,,,,,,,,,,,,0.19,0.23,0.62,,,,,,,,,,,,,,,,,,,,2025-2026
Akron vs Spartak Moskva,2025-08-03 10:30:00,Game ended in draw.,Russia Premier League,Akron,Spartak Moskva,1.0,1.0,4.0,10.0,3.0,7.0,4.0,7.0,12.0,14.0,93.0,91.0,53.0,42.0,40.0,60.0,3.0,0.0,6.0,10.0,6.0,3.0,2.0,1.0,7.0,9.0,6.0,9.0,13.0,14.0,2.0,3.0,4.0,3.0,5.15,4.25,1.64,2.19,1.72,,,,,,,,,,,,,,,,,,0.19,0.24,0.61,0.58,0.46,,,,,,,,,,,,,,,,,,2025-2026
