name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Pachuca vs Mazatlán,2025-07-26 23:00:00,Pachuca won after full-time.,Mexico Liga MX,Pachuca,Mazatlán,1.0,0.0,2.0,5.0,8.0,2.0,8.0,1.0,15.0,2.0,100.0,61.0,48.0,29.0,65.0,35.0,,,9.0,2.0,7.0,0.0,3.0,7.0,8.0,12.0,10.0,3.0,11.0,16.0,0.0,2.0,1.0,3.0,1.38,5.01,8.72,1.81,2.05,,,,,1.84,2.05,1.38,4.75,8.5,1.75,2.0,,,,,1.8,2.0,0.72,0.2,0.11,0.49,0.55,,,,,0.54,0.49,0.72,0.21,0.12,0.57,0.5,,,,,0.56,0.5,2025-2026
Guadalajara vs Atlético San Luis,2025-07-26 23:05:00,Guadalajara won after full-time.,Mexico Liga MX,Guadalajara,Atlético San Luis,4.0,3.0,17.0,10.0,10.0,6.0,4.0,3.0,14.0,14.0,92.0,66.0,50.0,35.0,55.0,45.0,0.0,1.0,9.0,8.0,6.0,6.0,1.0,0.0,9.0,9.0,8.0,10.0,10.0,17.0,5.0,5.0,3.0,3.0,1.52,4.13,7.23,1.95,1.89,,,,,1.84,2.05,1.48,4.2,7.0,1.95,1.8,,,,,,,0.66,0.24,0.14,0.53,0.51,,,,,0.54,0.49,0.68,0.24,0.14,0.51,0.56,,,,,,,2025-2026
Toluca vs Tigres UANL,2025-07-27 01:00:00,Tigres UANL won after full-time.,Mexico Liga MX,Toluca,Tigres UANL,3.0,4.0,1.0,7.0,7.0,0.0,6.0,3.0,17.0,11.0,101.0,65.0,46.0,26.0,55.0,45.0,,,10.0,10.0,6.0,1.0,3.0,1.0,4.0,11.0,10.0,6.0,16.0,8.0,2.0,3.0,5.0,3.0,1.83,3.52,4.31,2.07,1.73,,,,,1.84,1.96,1.83,3.4,4.5,2.0,1.75,,,,,1.82,1.97,0.55,0.28,0.23,0.58,0.48,,,,,0.54,0.51,0.55,0.29,0.22,0.5,0.57,,,,,0.55,0.51,2025-2026
Cruz Azul vs León,2025-07-27 01:00:00,Cruz Azul won after full-time.,Mexico Liga MX,Cruz Azul,León,4.0,1.0,15.0,10.0,8.0,1.0,5.0,3.0,23.0,9.0,98.0,68.0,63.0,18.0,61.0,39.0,,,14.0,6.0,10.0,3.0,1.0,3.0,4.0,8.0,13.0,8.0,7.0,11.0,5.0,8.0,1.0,2.0,1.46,4.8,6.79,2.02,1.84,,,,,1.86,1.99,1.48,4.5,6.5,1.95,1.8,,,,,1.8,2.0,0.68,0.21,0.15,0.54,0.5,,,,,0.54,0.5,0.68,0.22,0.15,0.51,0.56,,,,,0.56,0.5,2025-2026
Monterrey vs Atlas,2025-07-27 01:00:00,Monterrey won after full-time.,Mexico Liga MX,Monterrey,Atlas,3.0,1.0,14.0,4.0,9.0,4.0,12.0,3.0,25.0,7.0,119.0,43.0,71.0,21.0,71.0,29.0,1.0,1.0,16.0,2.0,8.0,5.0,1.0,0.0,5.0,12.0,18.0,5.0,12.0,12.0,0.0,6.0,4.0,3.0,1.43,4.93,7.34,2.01,1.85,,,,,,,1.42,4.75,7.0,1.95,1.8,,,,,1.8,2.0,0.7,0.2,0.14,0.54,0.5,,,,,,,0.7,0.21,0.14,0.51,0.56,,,,,0.56,0.5,2025-2026
Necaxa vs América,2025-07-27 03:05:00,Game ended in draw.,Mexico Liga MX,Necaxa,América,1.0,1.0,12.0,6.0,7.0,4.0,10.0,7.0,17.0,13.0,59.0,100.0,28.0,29.0,34.0,66.0,,,8.0,6.0,10.0,7.0,1.0,1.0,14.0,10.0,12.0,10.0,8.0,10.0,2.0,1.0,3.0,3.0,2.86,3.53,2.5,2.33,1.64,,,,,,,3.0,3.6,2.25,2.1,1.66,,,,,,,0.35,0.28,0.4,0.61,0.43,,,,,,,0.33,0.28,0.44,0.48,0.6,,,,,,,2025-2026
Tigres UANL vs Puebla,2025-08-09 03:00:00,Tigres UANL won after full-time.,Mexico Liga MX,Tigres UANL,Puebla,7.0,0.0,3.0,14.0,3.0,4.0,5.0,4.0,14.0,9.0,66.0,86.0,24.0,27.0,48.0,52.0,1.0,0.0,7.0,4.0,7.0,5.0,1.0,2.0,6.0,7.0,14.0,3.0,9.0,17.0,1.0,2.0,1.0,3.0,1.46,4.74,7.0,1.86,2.0,,,1.82,2.02,1.85,2.04,1.45,4.5,7.0,1.9,1.9,,,1.82,1.97,1.8,2.0,0.68,0.21,0.14,0.5,0.54,,,0.55,0.5,0.54,0.49,0.69,0.22,0.14,0.53,0.53,,,0.55,0.51,0.56,0.5,2025-2026
América vs Querétaro,2025-08-10 01:00:00,América won after full-time.,Mexico Liga MX,América,Querétaro,1.0,0.0,6.0,18.0,10.0,4.0,6.0,0.0,16.0,5.0,155.0,71.0,102.0,49.0,74.0,26.0,1.0,0.0,9.0,3.0,6.0,2.0,1.0,0.0,5.0,10.0,13.0,2.0,7.0,15.0,2.0,6.0,1.0,4.0,1.21,6.85,14.49,1.61,2.37,,,,,,,1.2,6.5,15.0,1.61,2.2,,,,,,,0.83,0.15,0.07,0.42,0.62,,,,,,,0.83,0.15,0.07,0.62,0.45,,,,,,,2025-2026
Mazatlán vs Tijuana,2025-08-10 03:00:00,Game ended in draw.,Mexico Liga MX,Mazatlán,Tijuana,2.0,2.0,8.0,10.0,8.0,1.0,6.0,3.0,14.0,8.0,118.0,64.0,41.0,27.0,56.0,44.0,1.0,1.0,7.0,5.0,7.0,3.0,1.0,0.0,4.0,10.0,6.0,6.0,7.0,13.0,2.0,2.0,1.0,3.0,3.23,3.31,2.37,2.26,1.68,,,,,1.89,2.0,3.0,3.3,2.25,2.1,1.66,,,,,1.85,1.95,0.31,0.3,0.42,0.6,0.44,,,,,0.53,0.5,0.33,0.3,0.44,0.48,0.6,,,,,0.54,0.51,2025-2026
Atlas vs Pachuca,2025-08-10 03:05:00,Pachuca won after full-time.,Mexico Liga MX,Atlas,Pachuca,0.0,3.0,9.0,2.0,6.0,4.0,6.0,4.0,14.0,14.0,97.0,86.0,67.0,63.0,53.0,47.0,,,5.0,6.0,6.0,5.0,2.0,1.0,8.0,10.0,9.0,8.0,11.0,14.0,3.0,4.0,2.0,4.0,3.62,3.57,2.09,2.35,1.63,,,,,1.83,2.01,3.5,3.5,2.05,2.2,1.61,,,,,1.8,2.0,0.28,0.28,0.48,0.61,0.43,,,,,0.55,0.5,0.29,0.29,0.49,0.45,0.62,,,,,0.56,0.5,2025-2026
