name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Gaziantep F.K. vs Galatasaray,2025-08-08 18:30:00,Galatasaray won after full-time.,Turkey Super Lig,Gaziantep F.K.,Galatasaray,0.0,3.0,8.0,7.0,1.0,4.0,1.0,9.0,5.0,15.0,58.0,86.0,22.0,45.0,40.0,60.0,0.0,2.0,2.0,9.0,3.0,5.0,0.0,2.0,12.0,6.0,4.0,15.0,14.0,15.0,2.0,2.0,2.0,4.0,7.14,4.97,1.43,2.16,1.74,,,,,,,6.25,4.5,1.4,2.0,1.72,,,,,,,0.14,0.2,0.7,0.57,0.46,,,,,,,0.16,0.22,0.71,0.5,0.58,,,,,,,2025-2026
Samsunspor vs Gençlerbirliği,2025-08-09 16:00:00,Samsunspor won after full-time.,Turkey Super Lig,Samsunspor,Gençlerbirliği,2.0,1.0,12.0,4.0,2.0,3.0,6.0,2.0,9.0,8.0,124.0,61.0,37.0,25.0,62.0,38.0,1.0,0.0,5.0,2.0,4.0,6.0,3.0,2.0,3.0,10.0,9.0,4.0,12.0,12.0,0.0,1.0,1.0,0.0,1.76,3.78,4.93,1.99,1.87,,,,,1.91,1.97,1.65,3.75,4.0,1.83,1.83,,,,,1.9,1.9,0.57,0.26,0.2,0.53,0.5,,,,,0.52,0.51,0.61,0.27,0.25,0.55,0.55,,,,,0.53,0.53,2025-2026
Antalyaspor vs Kasımpaşa,2025-08-09 18:30:00,Antalyaspor won after full-time.,Turkey Super Lig,Antalyaspor,Kasımpaşa,2.0,1.0,2.0,10.0,3.0,3.0,8.0,5.0,16.0,10.0,64.0,88.0,24.0,41.0,37.0,63.0,,,12.0,5.0,4.0,5.0,1.0,2.0,9.0,8.0,11.0,7.0,12.0,21.0,1.0,4.0,3.0,4.0,2.6,3.3,2.9,2.14,1.75,,,,,2.02,1.86,2.5,3.2,2.6,2.0,1.72,,,,,1.97,1.82,0.38,0.3,0.34,0.57,0.47,,,,,0.5,0.54,0.4,0.31,0.38,0.5,0.58,,,,,0.51,0.55,2025-2026
Rizespor vs Göztepe,2025-08-10 16:00:00,Göztepe won after full-time.,Turkey Super Lig,Rizespor,Göztepe,0.0,3.0,7.0,13.0,3.0,5.0,6.0,9.0,13.0,17.0,76.0,118.0,33.0,66.0,56.0,44.0,,,9.0,9.0,4.0,8.0,3.0,1.0,12.0,9.0,6.0,11.0,9.0,14.0,1.0,1.0,2.0,1.0,2.04,3.54,3.81,2.29,1.66,,,,,1.84,2.05,1.95,3.5,3.3,2.1,1.66,,,,,1.8,2.0,0.49,0.28,0.26,0.6,0.44,,,,,0.54,0.49,0.51,0.29,0.3,0.48,0.6,,,,,0.56,0.5,2025-2026
Eyüpspor vs Konyaspor,2025-08-10 18:30:00,Konyaspor won after full-time.,Turkey Super Lig,Eyüpspor,Konyaspor,1.0,4.0,15.0,8.0,8.0,7.0,10.0,4.0,16.0,16.0,89.0,59.0,61.0,41.0,63.0,37.0,0.0,1.0,10.0,10.0,6.0,6.0,2.0,1.0,4.0,14.0,13.0,12.0,9.0,12.0,1.0,2.0,2.0,1.0,2.5,3.18,3.14,2.0,1.85,,,1.92,1.96,2.02,1.86,2.3,3.2,2.87,1.83,1.83,,,1.9,1.9,1.95,1.85,0.4,0.31,0.32,0.54,0.5,,,0.52,0.51,0.5,0.54,0.43,0.31,0.35,0.55,0.55,,,0.53,0.53,0.51,0.54,2025-2026
Trabzonspor vs Kocaelispor,2025-08-11 18:30:00,Trabzonspor won after full-time.,Turkey Super Lig,Trabzonspor,Kocaelispor,1.0,0.0,6.0,7.0,3.0,5.0,7.0,7.0,11.0,12.0,92.0,96.0,34.0,44.0,56.0,44.0,,,6.0,7.0,5.0,5.0,0.0,2.0,8.0,13.0,8.0,8.0,9.0,16.0,2.0,0.0,2.0,0.0,1.56,4.26,6.15,2.1,1.78,,,,,1.86,2.03,1.48,4.1,5.0,1.83,1.83,,,,,1.8,2.0,0.64,0.23,0.16,0.56,0.48,,,,,0.54,0.49,0.68,0.24,0.2,0.55,0.55,,,,,0.56,0.5,2025-2026
Galatasaray vs Fatih Karagümrük,2025-08-15 18:30:00,Galatasaray won after full-time.,Turkey Super Lig,Galatasaray,Fatih Karagümrük,3.0,0.0,3.0,12.0,10.0,3.0,14.0,3.0,28.0,6.0,121.0,57.0,74.0,15.0,72.0,28.0,,,18.0,2.0,10.0,4.0,1.0,3.0,7.0,23.0,21.0,5.0,11.0,12.0,2.0,5.0,0.0,1.0,1.13,9.87,19.2,1.7,2.2,,,,,,,1.12,8.0,17.0,1.66,2.1,,,,,,,0.88,0.1,0.05,0.45,0.59,,,,,,,0.89,0.12,0.06,0.6,0.48,,,,,,,2025-2026
Kocaelispor vs Samsunspor,2025-08-16 16:00:00,Samsunspor won after full-time.,Turkey Super Lig,Kocaelispor,Samsunspor,0.0,1.0,14.0,4.0,4.0,7.0,7.0,7.0,13.0,13.0,87.0,73.0,25.0,30.0,39.0,61.0,,,11.0,8.0,1.0,5.0,2.0,1.0,17.0,5.0,10.0,10.0,10.0,16.0,5.0,6.0,2.0,2.0,2.49,3.39,2.97,2.06,1.81,,,1.86,2.03,,,2.55,3.3,2.7,1.83,1.83,,,1.82,1.97,,,0.4,0.29,0.34,0.55,0.49,,,0.54,0.49,,,0.39,0.3,0.37,0.55,0.55,,,0.55,0.51,,,2025-2026
Alanyaspor vs Rizespor,2025-08-16 18:30:00,Game ended in draw.,Turkey Super Lig,Alanyaspor,Rizespor,,,9.0,16.0,3.0,1.0,4.0,4.0,9.0,7.0,85.0,110.0,30.0,42.0,43.0,57.0,,,4.0,5.0,5.0,2.0,0.0,1.0,10.0,5.0,5.0,7.0,22.0,14.0,3.0,1.0,1.0,2.0,2.44,3.44,3.02,2.33,1.64,,,,,1.84,2.06,2.37,3.5,2.8,2.1,1.66,,,,,1.8,2.0,0.41,0.29,0.33,0.61,0.43,,,,,0.54,0.49,0.42,0.29,0.36,0.48,0.6,,,,,0.56,0.5,2025-2026
Göztepe vs Fenerbahçe,2025-08-16 18:30:00,Game ended in draw.,Turkey Super Lig,Göztepe,Fenerbahçe,,,3.0,10.0,3.0,6.0,4.0,7.0,12.0,12.0,87.0,89.0,35.0,36.0,40.0,60.0,0.0,1.0,7.0,8.0,5.0,4.0,1.0,1.0,9.0,5.0,5.0,6.0,24.0,13.0,1.0,2.0,7.0,5.0,4.15,3.58,1.94,2.0,1.85,,,1.82,2.07,2.08,1.81,4.0,3.3,1.9,1.83,1.83,,,1.77,2.02,2.02,1.77,0.24,0.28,0.52,0.54,0.5,,,0.55,0.48,0.48,0.55,0.25,0.3,0.53,0.55,0.55,,,0.56,0.5,0.5,0.56,2025-2026
